FB	rho	time	Y	U	W	C
0	0.125	77.30469753239426	0.7908794424529414	0.42984336164286946	6.130199215869847	0.19746893274055585	NaN
0	0.125	81.77875315607862	0.7908794423938028	0.42984336164286946	6.130199215869847	0.19746893274055585	NaN
0	0.125	90.73777246369066	0.7908794302558184	0.4298433616428691	6.130199215869846	0.19746893274055594	NaN
0	0.125	109.36836811411871	0.7908794306738507	0.42984336164286957	6.130199215869846	0.1974689327405558	NaN
0	0.125	149.80818278819928	0.790879430627525	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.125	257.79846809734494	0.7908794306337763	0.4298433616428697	6.130199215869845	0.19746893274055582	NaN
0	0.125	500.0	0.790879430633209	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.13125	500.0	0.790879430633209	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.13125	500.19972353508695	0.7980392313393616	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.13125	500.79756893403584	0.8126133225920721	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.13125	501.6954244491972	0.8231674707303127	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.13125	502.6919158836195	0.8277449792004757	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.13125	503.8518487440923	0.8295837946203327	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.13125	505.1741879317613	0.8301996669980923	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.13125	506.7362325958203	0.8303764906875217	0.42984336164286957	6.130199215869845	0.19746893274055585	NaN
0	0.13125	508.93527051389185	0.8304181984182143	0.42984336164286957	6.130199215869845	0.19746893274055582	NaN
0	0.13125	510.74824725073887	0.8304225532265644	0.42984336164286957	6.130199215869845	0.19746893274055582	NaN
0	0.13125	513.551102103302	0.8304233494433935	0.42984336164286957	6.130199215869845	0.19746893274055582	NaN
0	0.13125	515.9971697472174	0.8304233975877048	0.42984336164286957	6.130199215869845	0.19746893274055582	NaN
0	0.13125	519.69655423704	0.8304234017202026	0.42984336164286957	6.130199215869845	0.19746893274055582	NaN
0	0.13125	523.370887065489	0.8304234021243027	0.42984336164286957	6.130199215869845	0.19746893274055582	NaN
0	0.13125	528.3324681129891	0.8304234020013048	0.42984336164286957	6.130199215869845	0.19746893274055582	NaN
0	0.13125	533.7362966164657	0.8304234000658974	0.4298433616428696	6.130199215869845	0.19746893274055582	NaN
0	0.13125	538.9037380382618	0.8304233874804009	0.4298433616428696	6.130199215869845	0.19746893274055582	NaN
0	0.13125	543.6254989164821	0.8304233719224322	0.4298433616428696	6.130199215869845	0.19746893274055582	NaN
0	0.13125	548.0495993948829	0.830423376283812	0.4298433616428696	6.130199215869845	0.19746893274055582	NaN
0	0.13125	552.3794079378113	0.8304233855541461	0.4298433616428696	6.130199215869845	0.19746893274055582	NaN
0	0.13125	556.7414968461914	0.8304233903951087	0.4298433616428696	6.130199215869845	0.19746893274055582	NaN
0	0.13125	561.1727271176389	0.8304233918726653	0.4298433616428696	6.130199215869845	0.19746893274055582	NaN
0	0.13125	565.6556485098168	0.8304233916479326	0.4298433616428696	6.130199215869845	0.19746893274055582	NaN
0	0.13125	570.1573337331581	0.8304233907970988	0.4298433616428696	6.130199215869845	0.19746893274055582	NaN
0	0.13125	579.1510700766048	0.8304234025334182	0.4298433616428696	6.130199215869845	0.19746893274055585	NaN
0	0.13125	597.8721025049953	0.8304234021250736	0.42984336164286996	6.130199215869846	0.19746893274055569	NaN
0	0.13125	638.5409539281411	0.8304234021704976	0.4298433616428699	6.130199215869845	0.19746893274055585	NaN
0	0.13125	747.4709923899	0.8304234021643726	0.42984336164286946	6.130199215869844	0.19746893274055588	NaN
0	0.13125	1163.0058351074513	0.8304234021649155	0.4298433616428696	6.130199215869845	0.19746893274055585	NaN
0	0.13125	3753.8342967239264	0.8304234021648985	0.4298433616428696	6.130199215869845	0.19746893274055585	NaN
0	0.13125	29662.118912888676	0.8304234021648986	0.4298433616428696	6.130199215869845	0.19746893274055585	NaN
0	0.13125	95500.0	0.8304234021648986	0.4298433616428696	6.130199215869845	0.19746893274055585	NaN
0	0.13125	Inf	0.8304234021648996	0.42984336164286896	6.130199215869853	0.19746893274055585	NaN
