FB	rho	time	Y	U	W	C
1	0.125	0.0	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
1	0.125	9.999999999999999e-5	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
1	0.125	0.0010999999999999998	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
1	0.125	0.011099999999999997	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
1	0.125	0.11109999999999996	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
1	0.125	1.1110999999999995	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
1	0.125	11.111099999999993	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
1	0.125	111.11109999999994	0.7905462994145116	0.41644029896531637	6.325002836777457	0.19739077504143965	NaN
1	0.125	117.73500374966059	0.7905461760115928	0.41644031897548517	6.325002841430216	0.19739101882208238	NaN
1	0.125	122.04082318103104	0.790546221096178	0.41644031158826905	6.325002839651353	0.19739103467149668	NaN
1	0.125	126.08515228502092	0.7905462777573466	0.4164403023142369	6.325002837426061	0.19739104050155687	NaN
1	0.125	130.2628088171796	0.7905462904664192	0.41644030023420353	6.325002836927062	0.19739104168175314	NaN
1	0.125	134.62934742920544	0.7905462926754857	0.4164402998726789	6.325002836840351	0.19739104187779974	NaN
1	0.125	139.1242184290082	0.7905462917222729	0.4164403000286905	6.325002836877782	0.1973910418059743	NaN
1	0.125	143.6561856933582	0.7905462895550585	0.41644030038338054	6.325002836962867	0.1973910416369066	NaN
1	0.125	152.6746087492047	0.7905463002827752	0.41644029862768306	6.325002836541718	0.19739104247522957	NaN
1	0.125	171.49088007608756	0.7905462999019778	0.4164402986900048	6.325002836556668	0.19739104244547384	NaN
1	0.125	212.44809757862066	0.790546299944661	0.4164402986830191	6.325002836554991	0.19739104244880917	NaN
1	0.125	322.9117262634456	0.7905462999389178	0.41644029868395954	6.325002836555213	0.19739104244836053	NaN
1	0.125	500.0	0.790546299939438	0.4164402986838741	6.325002836555198	0.19739104244840108	NaN
1	0.13125	500.0	0.790546299939438	0.4164402986838741	6.325002836555198	0.19739104244840108	NaN
1	0.13125	500.19956095406366	0.79769781174064	0.41653100091929224	6.325001377249672	0.19739246562906038	NaN
1	0.13125	500.79488245934806	0.8122213340303105	0.41758104320623696	6.324925575878187	0.1974608735980474	NaN
1	0.13125	501.6882413250188	0.8227429143945936	0.4201738358875898	6.324424041887272	0.19785658803184972	NaN
1	0.13125	502.67980268599894	0.8272523763872319	0.42326337898884475	6.323197693589887	0.19866456542262165	NaN
1	0.13125	503.83399223095176	0.8289071824266276	0.4264399623703376	6.320935261987386	0.1998553293841346	NaN
1	0.13125	505.14986930173745	0.8291745255994825	0.42931357799174535	6.3174689324103115	0.20124032251417118	NaN
1	0.13125	506.7045739263505	0.8287883905021225	0.4318037337827413	6.312490628591268	0.20265708780512437	NaN
1	0.13125	508.863234823746	0.8278675209292785	0.43407775188722025	6.304578623726511	0.20406950865437173	NaN
1	0.13125	510.6686116319356	0.8269724032912579	0.43527463925375637	6.2974681244943636	0.2048005554756874	NaN
1	0.13125	513.3980915786872	0.8255387473732784	0.4363500143665966	6.286387117320728	0.20534771920787862	NaN
1	0.13125	515.8106713425984	0.8242508850892161	0.4368672601406099	6.2765765722249585	0.20547546997436483	NaN
1	0.13125	519.1881571685541	0.8224733522915904	0.43723508418204904	6.263142989070151	0.2053552663952375	NaN
1	0.13125	522.4234709202236	0.8208299078264999	0.4373910481120535	6.25077936898614	0.2050824092792737	NaN
1	0.13125	526.3516412236652	0.8189320926640111	0.4374651945889322	6.236534580637934	0.20467328313509295	NaN
1	0.13125	530.385395892826	0.8171005542110571	0.4374854854641833	6.222802890940915	0.20423291118026576	NaN
1	0.13125	534.9164606981732	0.8151823442961058	0.43748282880772954	6.208428653929326	0.20375056128831745	NaN
1	0.13125	539.7143923471149	0.8133032588582658	0.4374701374856789	6.194350643301438	0.2032692121548503	NaN
1	0.13125	544.5650019019911	0.8115516601951923	0.4374546541546197	6.181228868297487	0.20281737854199142	NaN
1	0.13125	549.2528214415408	0.8099898012985739	0.4374396303652133	6.169528864196348	0.20241348192158679	NaN
1	0.13125	553.7538504868337	0.8086022251842919	0.43742586013873164	6.159134500934987	0.20205433259972946	NaN
1	0.13125	558.1540972192529	0.8073440469230714	0.43741320265983635	6.149709460269935	0.20172856460082006	NaN
1	0.13125	562.5394377671653	0.8061798839632275	0.43740140602745714	6.140988702123645	0.20142709779781356	NaN
1	0.13125	566.9531466689673	0.8050921805337402	0.4373903323973513	6.132840719240902	0.20114541408727393	NaN
1	0.13125	571.3999795180588	0.8040753996526987	0.4373799436532206	6.1252240283761825	0.2008820899033079	NaN
1	0.13125	575.8655281970539	0.8031284445278217	0.437370238933603	6.118130407484735	0.20063684524981698	NaN
1	0.13125	584.8027204507455	0.8014350752163273	0.4373528148490302	6.105445324368815	0.20019828383615088	NaN
1	0.13125	600.0061944645618	0.7990819777100281	0.4373284630838606	6.0878183265070245	0.1995888530648786	NaN
1	0.13125	614.365471980241	0.79735155703607	0.4373104494349265	6.074855787335569	0.19914068202152094	NaN
1	0.13125	632.0398237574916	0.7957249297822462	0.43729343377020236	6.062670765294952	0.1987193869463887	NaN
1	0.13125	650.8578692006781	0.7944521958482531	0.4372800639427656	6.053136750764282	0.19838974579448596	NaN
1	0.13125	672.1249477861305	0.7934261019889605	0.43726924890304075	6.0454503114506055	0.19812398234080153	NaN
1	0.13125	695.3278047421327	0.7926566668049618	0.4372611177925503	6.039686495570853	0.19792469319332318	NaN
1	0.13125	721.0053911738644	0.7920926145213482	0.4372551454760815	6.035461197246322	0.1977785988035998	NaN
1	0.13125	749.2408116336412	0.791698792145527	0.43725096975048355	6.032511086136748	0.19767659498811813	NaN
1	0.13125	780.4884097893688	0.7914346596070237	0.43724816643780373	6.030532477640949	0.19760818189736973	NaN
1	0.13125	815.1767247967366	0.7912663005673765	0.4372463784643699	6.029271305437473	0.19756457506029926	NaN
1	0.13125	853.9763077894729	0.7911647734174717	0.4372452998194582	6.028510768806482	0.19753827838350918	NaN
1	0.13125	897.748498093293	0.7911075132094514	0.43724469133389815	6.028081834425611	0.1975234473332784	NaN
1	0.13125	947.7143761599829	0.7910777218507808	0.4372443747104439	6.027858668315218	0.19751573102685782	NaN
1	0.13125	1005.6031965004262	0.7910637154713012	0.43724422584066247	6.027753746977004	0.19751210321187201	NaN
1	0.13125	1073.978913513639	0.7910579383484317	0.43724416443550396	6.027710470735454	0.19751060686980512	NaN
1	0.13125	1156.8225714884938	0.7910559393164399	0.43724414318750954	6.027695496051127	0.1975100890972325	NaN
1	0.13125	1260.7163713241796	0.7910553985303991	0.4372441374393978	6.027691445040296	0.19750994902734703	NaN
1	0.13125	1397.502102758493	0.7910552968485145	0.4372441363586016	6.027690683344573	0.1975099226905541	NaN
1	0.13125	1591.1045453185357	0.7910552860821627	0.4372441362441641	6.027690602694176	0.1975099199019435	NaN
1	0.13125	1898.7305319794443	0.7910552856591296	0.4372441362396677	6.02769059952525	0.1975099197923731	NaN
1	0.13125	2498.8949555496633	0.7910552856587305	0.43724413623966346	6.02769059952226	0.19750991979226978	NaN
1	0.13125	4921.9040363137865	0.7910552856587505	0.4372441362396635	6.027690599522409	0.1975099197922749	NaN
1	0.13125	19327.625990145745	0.7910552856587474	0.43724413623966357	6.027690599522386	0.1975099197922741	NaN
1	0.13125	95500.0	0.7910552856587476	0.4372441362396635	6.027690599522388	0.19750991979227417	NaN
1	0.13125	Inf	0.7910552856587476	0.4372441362396635	6.027690599522388	0.19750991979227414	NaN
0	0.125	0.0	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
0	0.125	9.999999999999999e-5	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
0	0.125	0.0010999999999999998	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
0	0.125	0.011099999999999997	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
0	0.125	0.11109999999999996	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
0	0.125	1.1110999999999995	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
0	0.125	11.111099999999993	0.790546299939406	0.41644029868387933	6.325002836555199	0.19739104244839858	NaN
0	0.125	111.11109999999994	0.7905462994153057	0.41644029889330575	6.325002836764625	0.197390775057448	NaN
0	0.125	117.77696262527925	0.790546173210866	0.41644029869407934	6.325002836565399	0.19739102831495875	NaN
0	0.125	122.10224990291582	0.7905462197245304	0.41644029868478205	6.325002836556101	0.19739104082626938	NaN
0	0.125	126.1644953947891	0.7905462775062766	0.416440298683905	6.325002836555224	0.197391042236002	NaN
0	0.125	130.36261677278793	0.7905462903602096	0.4164402986838498	6.325002836555169	0.19739104242239314	NaN
0	0.125	134.75141254117887	0.7905462925754285	0.41644029868386506	6.325002836555184	0.19739104244549627	NaN
0	0.125	139.26923056187744	0.7905462915869436	0.4164402986838743	6.325002836555193	0.19739104244809247	NaN
0	0.125	143.82391999797971	0.7905462893688504	0.4164402986838777	6.325002836555196	0.1973910424483661	NaN
0	0.125	152.88672254802842	0.7905463002889445	0.4164402986838791	6.325002836555198	0.1973910424483982	NaN
0	0.125	171.7944388387168	0.7905462999013061	0.4164402986838788	6.325002836555197	0.1973910424483986	NaN
0	0.125	212.94850280954074	0.7905462999447557	0.41644029868387955	6.325002836555198	0.19739104244839853	NaN
0	0.125	323.92913012392523	0.7905462999389093	0.41644029868387955	6.325002836555197	0.1973910424483986	NaN
0	0.125	500.0	0.7905462999394389	0.41644029868387944	6.325002836555198	0.19739104244839858	NaN
0	0.13125	500.0	0.7905462999394389	0.41644029868387944	6.325002836555198	0.19739104244839858	NaN
0	0.13125	500.19973288467355	0.7977033875062989	0.41644029868387944	6.325002836555198	0.19739104244839858	NaN
0	0.13125	500.79874454558774	0.8122919559546793	0.41644029868387944	6.325002836555198	0.1973910424483986	NaN
0	0.13125	501.69665776275576	0.8228296802616326	0.41644029868387944	6.325002836555198	0.1973910424483986	NaN
0	0.13125	502.69328795852164	0.8273999914621445	0.41644029868387944	6.325002836555198	0.1973910424483986	NaN
0	0.13125	503.8533650795319	0.8292356328007119	0.41644029868387944	6.325002836555198	0.1973910424483986	NaN
0	0.13125	505.1759301362647	0.8298503633382455	0.4164402986838794	6.325002836555198	0.1973910424483986	NaN
0	0.13125	506.7383165403209	0.83002682084649	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	508.9331212547511	0.8300684022539556	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	510.7468129171909	0.8300727651480099	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	513.5451622117887	0.8300735619580748	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	515.9911077065461	0.8300736103363351	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	519.685813756103	0.8300736144946994	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	523.358660866039	0.8300736148961994	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	528.3203717716609	0.8300736147743908	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	533.7256560136623	0.8300736128504456	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	538.8948335548671	0.8300736002765913	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	543.6175614920562	0.8300735846610064	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
0	0.13125	548.0418641489351	0.8300735890112397	0.4164402986838794	6.325002836555198	0.19739104244839858	NaN
