"","Attempt1","Attempt2","Attempt3","Attempt4","Attempt5","Attempt6","Attempt7","Attempt8","Attempt9","Attempt10","Attempt11","Attempt12","Attempt13","Attempt14","Attempt15","Attempt16","Attempt17","Attempt18","Attempt19","Attempt20","Attempt21","Attempt22","Attempt23","Attempt24","Attempt25","Attempt26","Attempt27","Attempt28","Attempt29","Attempt30","Attempt31","Attempt32","Attempt33","Attempt34","Attempt35","Attempt36","Attempt37","Attempt38","Attempt39","Attempt40","Attempt41","Attempt42","Attempt43","Attempt44","Attempt45","Attempt46","Attempt47","Attempt48","Attempt49","Attempt50","Attempt51","Attempt52","Attempt53","Attempt54","Attempt55","Attempt56","Attempt57","Attempt58","Attempt59","Attempt60","Attempt61","Attempt62","Attempt63","Attempt64","Attempt65","Attempt66","Attempt67","Attempt68","Attempt69","Attempt70","Attempt71","Attempt72","Attempt73","Attempt74","Attempt75","Attempt76","Attempt77","Attempt78","Attempt79","Attempt80","Attempt81","Attempt82","Attempt83","Attempt84","Attempt85","Attempt86","Attempt87","Attempt88","Attempt89","Attempt90","Attempt91","Attempt92","Attempt93","Attempt94","Attempt95","Attempt96","Attempt97","Attempt98","Attempt99","Attempt100"
"1",NA,0.0606221693187691,0.0454308873078209,0,0,0.00648823966663187,0,-0.0296634104387201,0,0,-1.40731120142172,0.00295688416295458,0.000102245138800379,0.0556506685845741,-7.00000569679605,0.00681683783886741,0,0,0,0.00572822143048046,0.00438961999113521,0.372199654219934,0,0.00122330281754096,0,0,2.29263253365607e-05,-24.4942634807754,0,0,0.492229768710227,0,0,0.00644560537255993,0.00948323746023264,-11.2749484962059,0.000957029161332086,0,0.00338678040404394,0,0.0122125921179602,0,0.00864139664465021,0.00582371765110698,0,0,0.766740657815041,0,0,0,0.00151270992570952,0.00412931406975916,0,0,0.00900612580993536,0.00363039521198239,-0.0217391520948791,0,0,0.00228418991566579,0.00149610242379574,0.00127058657490056,-0.0428894333996525,0,0,0.0102938917492099,0.00972958966637707,0.000867099342929259,0,0,0.0113883962834229,0,0,0,0.00374396214045092,0.00676914469148312,0,0,-0.879808980264654,0.0138044196550186,0,0.0463326446339068,0.00891601655162491,-0.0529399804217325,0,0.0072116015757226,-4.61664567835271,0,0,1.22393117593004e-06,0.00311849595077802,0.00252353971401276,0.000886676074749582,0,0,0.655836940773409,0.00572750819071762,0,0,0
"2",0.0606221693187691,NA,0.000986470022520123,-0.0554371995975431,0.000861236629955556,0.00758589685555038,0,-0.020225573944542,0.00654045723360568,0.00221222337647387,0,-4.94109281405905,0.000155544673779734,0.926299141893474,-2.00002069346641,0.00911828437388668,0.0127827910734796,0,0.0198284535143732,0.00107984498740667,0.367884907615613,0.000323969462434453,-0.0769218686689398,0.142691465187232,0,0,0.00116055617679504,0.000165251238437602,0,0,0.00622761916119135,0,0,0.000989205415460707,0.00969029911279331,0.00765000085155225,0,0,0.00227541925828858,0,-7.859039989542,0,0.0100099902044827,0.00373803600415357,-0.00471879236945527,0.82629868952871,0.00321526860431685,0,0.510706846102657,0,-2.65587357805047,0.758768509827697,0,0,0.0066836515337962,0.00246995303206117,0,-0.0646390236654536,-4.9145528042132,1.30122404235083e-06,0.000807455209717175,0.00176289050939316,0,0.0116196249326988,-0.0833357936656185,0.00515003217438981,0.0111462254105832,0.00237589952602655,-0.0425595232849264,-0.0253168190331685,-0.0884235408337602,0,-0.00243107255288224,0,-2.30626616095943,-3.70799254187725,0.0117081779464368,0,0.363136053768384,-11.3333138269733,-0.501517290812766,-87.0548219035161,-1.050899308336,0.0206992384541981,-0.333603076718292,0.00257666064075068,0.00952663764840593,-4.24201685289971,0,0.0068734126102643,-4.53163525496936,0.00616646350903745,-0.118724136662782,0,0,-34.0532116233008,0.00368034122326893,0.593632833139794,5.29621405815858e-07,0.016419209255294
"3",0.0454308873078209,0.000986470022520123,NA,-0.0128203080684401,0.00567820856254352,0.0906531082881199,-0.028989751613702,0.0569077579835565,0.00817399681860619,-0.377633795619835,0,0.00433946999609093,-4.22350545273876,-1.18955983004274,0.0525684084914768,0.00058216606045071,0.00751118504820645,-0.320146120106367,0.00763196895300077,-2.17804394429676,9.38171144181378e-06,-1.20720907950628,0,0.00276941834014467,-0.00942268448583296,0.00639260723162536,0.00290067807808556,0.00775741257873072,0,0,0,0,0,-0.19481914550585,0.0832332173996657,3.555372159643e-06,-2.23676041031862,0.00671169972505762,0.00624667312097712,0,-1.16111993817173,-0.0323883287562438,-0.0870848732821769,-1.12946568077728,0.00555607288045261,-0.284081104580401,0.00691791391063762,-2.53128606377276,-0.106953086195296,0,0.000753147707969423,-2.18634430235796,0.0702476701160886,-0.00688047680318666,0.000315539684340893,0.00596787120094895,0,-0.00571427323413925,0,0.00231615403906505,0.00242631063789097,-2.33033737230586,0,0.000521462353077241,0,0,0.00715974912045073,0.00104820586100076,-0.0106320558233275,0,-1.18502667240143,0,0.00638394611827944,0,0.00227120978790877,5.32815754173331e-07,-0.44111393388382,0,-0.564949175540851,0.00772640724564689,0,0.00342717333807421,4.23423414181146e-06,-1.06395567508659,0,0.0732037236501938,0.00126701481548648,-4.92906317660863e-07,0.00195557842442774,0.00265245344304778,0.00263172335248823,0.000518994628054475,-1.99195801365954,0,0.0020714609742114,-1.23750264925835,0.00170787631460082,0.0025738878826827,0,0.00477413400121056
"4",0,-0.0554371995975431,-0.0128203080684401,NA,0,-0.0213678080122715,0,0,-0.0170938349659007,0,0,0,0,-0.0191897615296022,0,-0.0363239435238522,-0.0576920323035243,0,-0.0384613110390651,0,0,-0.0128202195532942,-0.0502645409552477,0,0,-0.0854699414137227,0,-0.0940167953253697,-0.0299784891483483,0,-0.0576915426406651,9.65873312263221e-08,0,-0.0662394752142476,0,0,0,0,-0.0662386705583786,-0.0804597682545497,0,0,0,0,-0.027776901557482,-0.0576920044217766,0,0,-0.00213675040982094,0,0,-0.0533048792199571,0,-0.0370370158611427,0,0,0,-0.293103448275856,0,0,-0.091882172937341,0,0.0370370370333973,2.66648907293002e-07,0,0,0,-0.0277788589685135,0,0,0,-0.609756097560433,0,0,0,4.24137600808192e-07,0,-0.117240730415913,0,0,0,0,-0.00854685312601811,0,0,0,2.41293781489381e-07,-0.00427419324390332,-0.0341894468855816,-0.0470079203497024,0,0,0,-0.164882139780607,-0.00213744667772827,0,0,-0.0128205436863601,0,-0.0470085006460629
"5",0,0.000861236629955556,0.00567820856254352,0,NA,-0.000853295229295555,0,0.853447923813012,0.814445377750351,0.0198564508611343,0,-8.68437233088604,0.00159187361925483,0.726598478124061,0,0.805055427756798,0.0136407859739916,0,0.045413024372357,-4.00060343316583,0.0034365602356606,0.00349245437834612,0,0.00597421936941139,0,0.846304521389114,0.00431056058478755,0.0178617205688403,0,0,-0.000145702350426084,0,-0.0362693239297244,0.000543543457418016,-4.42647531267097,-4.03765829117109,0.000922072250944744,0,-20.1842464737131,0,0.920818164405154,0,-17.8412689040487,0.00536798648696719,-9.27806691003075,0.000849508965790405,-0.155679773168127,-1.95493404756646,0.536645071585615,-0.232545651231295,0.000940069972757815,0,0.328992838196215,0,-2.0604224079689,-0.116039381563427,5.30245681738419e-08,-0.0285171303491968,0,0.000553091896856071,-0.30476960170188,-4.69273224644188e-06,0,0,0,-22.0816876054705,-16.2742444803235,0.00399948973168804,0,0,-0.0186487515000202,0,0.00154876739790974,0,0,0,0,0,0.466306812524107,0.0136682264906695,0,-2.94550911541927,0.000216677250966038,0,-0.197279724338951,-9.43765525088031,0.00191252690490012,-3.00004886118583,-0.000662150750811153,-9.19831982037511,0.00285405842464643,-2.84581945986851,0.00576921105959837,-0.497621178056645,-2.00008151130235,0.000210309726625302,-0.668065574088312,-4.00187388567669,0,0.0150932431247759
"6",0.00648823966663187,0.00758589685555038,0.0906531082881199,-0.0213678080122715,-0.000853295229295555,NA,0,0,0.00359088285691335,0.0126065260984249,-0.488943336745034,-2.42980214502681,0.00645309873310519,0.00265571582864647,0,0.583359172515775,0.0222137783324854,0,0.0128020201066556,0.0011675026882375,0.00304510947985615,0,0,-0.812501827282967,0,-15.1414146660678,0.00174924491318081,-3.53427484919413,0,0,0,0,0,0,-0.00033196940005809,0.000308420262292026,-29.7292509757901,0.000325447204665365,0,1.17634077007405e-07,-0.0470083361613561,-0.00607287185377608,0,0,0.00547928140207205,0,0,-0.000415557499093936,0.760511561959024,-0.139542352954284,-0.0139621639444464,0.00417368926283309,0.0175785629190111,-0.0137827517253936,-8.69086345401714,0,0,0,-0.994771679646877,-1.00555388481152,0.00104713726931574,0,0,0.926396198966281,-0.0238155880834781,-0.049713235057053,-0.0378747918796045,0.0031384628281044,0,0,-0.0336626183865102,0,0,0,-5.10547248090933,-0.0232231231298841,0.900440815136359,0,0.00734067892497249,-26.6990501174267,0,0.00828640894325387,8.07032544248287e-05,0,-0.199816014922715,0.0366474640151453,0.957353599887616,0,0.00470454120127876,0,0.00144767707315104,-0.0408434086412009,0.00149592906613941,0,0.00829054343221063,-8.79066406922427,0.543746055690121,0.00111531003854542,-6.34643948714048e-07,9.76132195972204e-05
"7",0,0,-0.028989751613702,0,0,0,NA,0,0,0,-0.0147088740208938,-7.60045930159799e-06,0,3.30736118935363e-06,0,0,0,0,-0.0144952988931205,0,0.014254823236017,0,0,-0.0580494327907096,0,4.23335928262531e-07,2.83257566859827e-06,-0.0144934319208484,0,0,0,-0.0294084876404402,0.00195682851012221,0,0,0,0,-0.0579705439121013,-0.144924433262259,-0.136691311780462,-0.0869581346422239,0,-0.0434961732341006,0,0,0,-0.101447703233443,0,0,0,0,0,0,-0.0263106965978454,0,0,0,0,0,-0.0144570547502201,0,0,0,-0.028977604866012,0,0,-0.0290069104842249,0,0,0,0,-0.0395011695563188,3.62327974835181e-07,-3.05552222516389e-06,0,0,-0.0579794750182226,0,0,0,-1.90158545466489e-06,0,-0.0434761759697372,0,0,0,0,-1.21001205245972e-08,0,0,0,0,0,0,0,0,-0.101447410780984,-0.042857154903253,-0.125010605036278,0
"8",-0.0296634104387201,-0.020225573944542,0.0569077579835565,0,0.853447923813012,0,0,NA,0,0,-0.00125645298391842,0.00579515547906838,0.00235416933344631,0.0131643773791883,0.00464339612881911,-10.7734076857638,0,-0.753212474727838,0,-12.3962253383059,0.247271057013365,0.466669832159338,0,0.00539975016814455,0,-2.36087443233211,0.000143652863668021,0,0,0,-13.8565409921934,-2.70953390876074,0,0,0.00309562618638196,0.0022290541212507,0.000755010235797672,0,0.862038885694379,0,-0.00942502179127143,0,0.00298417593587446,0.350707088164348,-2.00224265554552,-0.000194853697505997,0.895897068086966,-1.85647326346748,-1.0015533294107,-0.0681889917985744,0.567778724571903,-1.82433221962131,0,-0.0758623419697582,-1.14118311226749,0,0,0,0,0.1736431506208,0.00559640882058239,-0.00219085391994779,0,-1.27637389278636,0,-1.00422207134778,0.779962058221189,-1.00465061943946,0,-0.0126533019220238,0.00100588237145196,0,0,-1.00006118023795,0,-0.0012951220656894,0,0,-0.527489775395934,-0.00996265626339807,-0.551333698766278,0,-0.0508679197549712,-3.02165274622798,-0.000547613220530802,-0.000118584911804028,-1.01917938509174,-0.477990069381848,-4.28806770426839e-06,-0.00054712605065795,0.352120963933541,0.0100400657225472,0.00619431627746387,-0.0086910940286169,0,0.00132180096604658,0.331700875423937,0,-0.0270239337369365,0
"9",0,0.00654045723360568,0.00817399681860619,-0.0170938349659007,0.814445377750351,0.00359088285691335,0,0,NA,-0.0560480074595169,-1.47379799744486,-9.47920838712411,-1.00973796422093,0,0.0098074716929339,-0.00382114529383697,0.925045180171022,0,0,0.024535748093881,0.48771531953694,-0.0058057224923398,0,4.34156440360218e-06,0,-9.99837191849003,0.00464452941693335,-0.0413475433845819,0,0,0,0,0,-0.0293148769467059,-1.67089144431693,0.0122097227254585,0.0311452835495133,-0.000104360186635613,-0.0223352938740625,0,-0.0548813469958176,0,-0.0192599068040898,0.000843311455996971,0,0.00745104568940282,-0.026681732231892,0,0,-1.41774898547795e-06,-0.00917732168159445,0.0101864979551384,-3.05342445426465,-0.0137904701412841,-2.18753500493235,-0.0275272049820016,0,0,0,0.00482541947758907,0.00488932376155795,0,-0.0769228685575515,-0.0505893854261772,0,-0.0295659411648259,-0.0326680837990104,0.196025464920808,0,-0.0126628493770704,-18.0145951311902,-0.0928960170638743,0.0167917699180333,-0.967357391934841,-7.80777765386414,-0.0382618929830551,-29.9379341376277,0,0.48103476580902,-45.0019073504808,-1.70260147693971,0,0.00879507467439986,-1.77337758668107,-1.99782588030667,-0.0471381857267021,-0.00904528416640445,-4.45981454661087,0,-0.0239161938409914,0.434132451819039,-0.0144056326004911,0.000223748169947902,0,0.00248823234249185,-10.0414411323381,0.00372678539828585,0,-0.0540358161962557,-129.252822359392
"10",0,0.00221222337647387,-0.377633795619835,0,0.0198564508611343,0.0126065260984249,0,0,-0.0560480074595169,NA,0,-0.0296893186581442,0.00689569437257883,0,0.0100590107523952,0.617019146553178,0.0245904906574885,0,-36.5273759720084,0.02248566340014,0.463841071068165,-0.000898763735113857,-0.0439613031222914,0.00124809901092061,0,0.0236497691858763,0.00447337098270125,-0.0484307162764739,0,0,0,-1.99199296012518,-0.0362693569619194,-0.00352336656048283,-0.0169585330651432,-8.90888529081393,0.0116405031010647,0.00331827350570562,-0.0234567941262235,0,-39.1875336889785,0,-4.83864563087897,0.000988939474475782,0.0155409716404895,0.00143873614447408,-0.0259225079883333,0,0.726851587846239,0,-0.0239818327873162,-3.92993079641545,0.0167879802075207,0,0.0114582069775207,-3.38578210948683,0,0,0,0,0.000161106702294834,0,0,0,0,-0.0148965006732104,-0.0335864283020362,-7.96011362817186,-0.0319184184718745,-0.0126560154721542,-0.0276228243682241,-0.092895988500915,0.793140337999845,-1.00085702370221,0.000477213517082732,-0.0129583061272834,0,-0.0294152667065586,2.30636959899647e-05,-0.0159190244915348,0,0.00192009537551173,0.00526345330421479,-1.76908240976554,-0.598698788050642,-9.12924363046126,-0.0279545910790335,0.638307350865874,0,-0.0256033868893601,-2.82968195395197,-3.14746987158333,0.32215878426082,0,0.00801989042230409,-6.00313612905107,0.00113921955646063,0.809777574404523,0,0.00639863427541906
