"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,231.000170692676,0.104412350203849,2.00020653147914,91.0006321387557,0.172078791611628,0.0366114226924954,0.582562395433956,0.382150914372849,0.118148958084868
"2",231.000170692676,0,231.000217183636,229.000209234694,140.000012167807,231.000224528311,231.000210844463,231.001457772358,231.000470481026,231.000057589185
"3",0.104412350203849,231.000217183636,0,2.00001303597265,91.0007797527191,0.0703931996482406,0.116839582771365,0.512750638093795,0.464744657575301,0.171881842592261
"4",2.00020653147914,229.000209234694,2.00001303597265,0,89.0007605281069,2.00003913259426,2.00000161619464,2.06427371701528,2.00601442012537,2.00535468600303
"5",91.0006321387557,140.000012167807,91.0007797527191,89.0007605281069,0,91.0008167271499,91.0007672334168,91.0042455246551,91.0015037839692,91.0002770631132
"6",0.172078791611628,231.000224528311,0.0703931996482406,2.00003913259426,91.0008167271499,0,0.186464375056487,0.500083418378203,0.53198507502237,0.194746109607102
"7",0.0366114226924954,231.000210844463,0.116839582771365,2.00000161619464,91.0007672334168,0.186464375056487,0,0.546814224777723,0.350226443906989,0.151492868694528
"8",0.582562395433956,231.001457772358,0.512750638093795,2.06427371701528,91.0042455246551,0.500083418378203,0.546814224777723,0,0.810921000140717,0.684379922349966
"9",0.382150914372849,231.000470481026,0.464744657575301,2.00601442012537,91.0015037839692,0.53198507502237,0.350226443906989,0.810921000140717,0,0.458574313668681
"10",0.118148958084868,231.000057589185,0.171881842592261,2.00535468600303,91.0002770631132,0.194746109607102,0.151492868694528,0.684379922349966,0.458574313668681,0
