mY	FbR_Y	FbR_U	FbR_W	FbR_C	FbD_Y	FbD_U	FbD_W	FbD_C	NfR_Y	NfR_U	NfR_W	NfR_C	NfD_Y	NfD_U	NfD_W	NfD_C	CoRa(mY)
0.00013125000000000002	0.05796736565653656	0.00041679981093244845	463.77081326447563	0.014485880342072937	0.06064610607265797	0.0004376404667222336	462.0966213450555	0.015155289346239307	0.05796736565653655	0.0004167998109324485	463.7708132644755	0.014485880342072937	0.06086573393936338	0.0004167998109324485	463.7708132644755	0.014485880342072937	0.9259087306862185
0.0001343072052368489	0.059217693120812855	0.0004265086277383172	462.9893683081197	0.014798333343414754	0.0619493910473482	0.0004478347557213236	461.2820784301631	0.015480976237439787	0.05921769312081286	0.0004265086277383172	462.98936830811977	0.014798333343414754	0.0621785777768535	0.00042650862773831725	462.9893683081197	0.014798333343414754	0.9243135687127289
0.00013743562193168057	0.060492791920639485	0.00043644360617364487	462.1924414932065	0.015116976612072572	0.06327828763729312	0.0004582665159090339	460.4515284932077	0.015813063377365974	0.060492791920639485	0.00043644360617364487	462.1924414932065	0.015116976612072572	0.06351743151667147	0.00043644360617364487	462.1924414932065	0.015116976612072572	0.9226869315781493
0.0001406369088124358	0.06179305741373438	0.00044661001489040467	461.37978572643095	0.015441908945849299	0.06463319553834615	0.00046894127943958243	459.6047217298132	0.016151650647815638	0.06179305741373438	0.00044661001489040467	461.37978572643095	0.015441908945849299	0.06488271028442111	0.00044661001489040467	461.37978572643095	0.015441908945849299	0.9210283224999262
0.00014391276324379306	0.0631188871115893	0.0004570132452948615	460.55115256850206	0.015773229680726916	0.0660145161854927	0.0004798647073624766	458.7414072487744	0.01649683836514417	0.0631188871115893	0.00045701324529486155	460.551152568502	0.015773229680726916	0.06627483146716878	0.00045701324529486155	460.551152568502	0.015773229680726916	0.9193372422590211
0.00014726492212713266	0.06447068048960866	0.000467658814408373	459.70629235280904	0.016111038643419038	0.06742265254066125	0.0004910425926265084	457.8613332046794	0.016848727227237365	0.06447068048960865	0.00046765881440837307	459.70629235280893	0.016111038643419038	0.06769421451408911	0.000467658814408373	459.70629235280904	0.016111038643419038	0.9176131894509825
0.0001506951628214659	0.06584883878684947	0.0004785523677949065	458.8449543105869	0.01645543610132472	0.06885800886962158	0.0005024808631538091	456.9642469373497	0.01720741825775703	0.06584883878684945	0.0004785523677949066	458.84495431058684	0.01645543610132472	0.06914128072619193	0.0004785523677949066	458.84495431058684	0.01645543610132472	0.915855660750351
0.0001542053040858132	0.06725376479511445	0.0004896996825568097	457.966886702736	0.01680652270982166	0.07032099050773659	0.0005141855849855792	456.04989511824965	0.017573012747601112	0.06725376479511445	0.0004896996825568096	457.9668867027361	0.01680652270982166	0.0706164530348702	0.0004896996825568096	457.9668867027361	0.01680652270982166	0.9140641511886766
0.00015779720704353547	0.06868586263716076	0.0005011066704004495	457.071836958445	0.017164399456839296	0.07181200361434553	0.0005261629655011857	455.1180239039996	0.017945612193522777	0.06868586263716076	0.0005011066704004495	457.071836958445	0.017164399456839292	0.07212015576901878	0.0005011066704004495	457.071836958445	0.017164399456839292	0.9122381544464537
0.00016147277616912505	0.07014553753378898	0.0005127793807733304	456.1595518207627	0.017529167604653076	0.073331454915563	0.0005384193567123225	454.16837909712973	0.018325318233854523	0.07014553753378897	0.0005127793807733304	456.15955182076266	0.017529167604653076	0.07365281441047843	0.0005127793807733304	456.1595518207628	0.017529167604653076	0.9103771631591987
0.00016523396029798448	0.07163319555959016	0.0005247240040743765	455.2297774992602	0.017900928628844372	0.07487975143529121	0.0005509612586340028	453.2007063142017	0.01871223258128684	0.07163319555959015	0.0005247240040743765	455.2297774992602	0.017900928628844376	0.07521485533756965	0.0005247240040743765	455.2297774992602	0.017900928628844376	0.9084806692381158
0.0001690827536597238	0.07314924338713324	0.0005369468749390746	454.28225982991665	0.01827978415437159	0.07645730021425172	0.0005637953227341612	452.21475116141545	0.019106456952652773	0.07314924338713326	0.0005369468749390746	454.2822598299167	0.01827978415437159	0.07680670555648993	0.0005369468749390746	454.2822598299167	0.01827978415437159	0.9065481642052058
0.0001730211969355285	0.07469408801938948	0.0005494544756012359	453.31674444235716	0.018665835888701653	0.07806450801685957	0.0005769283554637186	451.2102594178182	0.01950809299567444	0.07469408801938948	0.0005494544756012359	453.31674444235716	0.018665835888701653	0.07842879242035895	0.0005494544756012359	453.31674444235716	0.018665835888701653	0.904579139543657
0.0001770513783401545	0.07626813651019859	0.000562253439333152	452.33297693456524	0.019059185551953132	0.07970178102577281	0.0005903673218689698	450.18697722621386	0.019917242212629405	0.07626813651019859	0.0005622534393331521	452.3329769345652	0.019059185551953132	0.08008154333570852	0.0005622534393331521	452.3329769345652	0.019059185551953132	0.9025730870632087
0.0001811754347291287	0.07787179567259796	0.0005753505539659954	451.3307030551802	0.019459934804006304	0.08136952452396996	0.0006041193492882364	449.14465129186806	0.020334005880900417	0.07787179567259796	0.0005753505539659954	451.3307030551802	0.019459934804006304	0.08176538545622786	0.0005753505539659954	451.3307030551802	0.019459934804006304	0.9005294992808894
0.00018539555273173648	0.07950547177484568	0.0005887527654923137	450.30966889348696	0.019868185168537812	0.0830681425642216	0.0006181917311347334	448.0830290890926	0.020758484970374795	0.0795054717748457	0.0005887527654923137	450.30966889348696	0.01986818516853781	0.08348074536358799	0.0005887527654923137	450.3096688934869	0.01986818516853781	0.8984478698174492
