mY	FbR_Y	FbR_U	FbR_Us	FbD_Y	FbD_U	FbD_Us	NfR_Y	NfR_U	NfR_Us	NfD_Y	NfD_U	NfD_Us	CoRa(mY)
0.001	0.10084501250230368	11.092951374814428	78.84695830019663	0.10544650093141482	11.04677628826254	78.51875303070129	0.10084501249643474	11.09295137460782	78.84695829990852	0.10588726312125647	11.09295137460782	78.84695829990852	0.9145063624235269
0.0012589254117941675	0.12430702645144656	10.861463906954715	77.20158172461518	0.12987873961478372	10.807903331120656	76.82088152546301	0.12430702662783547	10.861463912762405	77.20158173287004	0.13052237795922722	10.861463912762405	77.20158173287004	0.8986794493726372
0.001584893192461114	0.1526457602685341	10.594425983976272	75.30351804004692	0.1593510542398597	10.533151409844379	74.86798798341479	0.15264576020413773	10.594425985501937	75.30351803420494	0.16027804821434463	10.594425985501937	75.30351803420494	0.8811143158288992
0.001995262314968879	0.1866611284221473	10.290739203765826	73.14496002007759	0.19467883248232795	10.221676200912505	72.65407105662527	0.18666112840434138	10.290739202778864	73.14496001975172	0.19599418482455847	10.290739202778864	73.14496001975172	0.8619844408765939
0.0025118864315095794	0.22722513133583963	9.950594950406662	70.72726803167272	0.23674908299132222	9.873967453784315	70.1826118144777	0.22722513128122038	9.9505949502315	70.72726802860625	0.2385863878452814	9.9505949502315	70.72726802860625	0.8415541417661568
0.0031622776601683794	0.2752802057997314	9.575636897611771	68.06212501111757	0.2865191462224229	9.49198481210804	67.46753909061647	0.2752802058747398	9.57563689856666	68.06212501432185	0.28904421616847675	9.57563689856666	68.06212501432185	0.8201622911947254
0.003981071705534973	0.33183988647584367	9.168985192914533	65.17170845834903	0.3450180332887835	9.079149790921234	64.53317252940522	0.3318398864430438	9.168985190089575	65.17170845897002	0.34843188076519604	9.168985190089575	65.17170845897002	0.7981957797136439
0.005011872336272725	0.3979931232512755	8.735107484840377	62.0877737893066	0.41335164743756253	8.640185347225884	61.41308212488986	0.3979931232512755	8.735107484840377	62.0877737893066	0.41789277941383923	8.735107484840377	62.0877737893066	0.7760570401555361
0.00630957344480193	0.4749131175388788	8.279552231825905	58.84975852342065	0.49271262988123443	8.180824593604719	58.148017946479996	0.4749131172667536	8.27955223223221	58.84975851341522	0.4986587731300913	8.27955223223221	58.84975851341522	0.7541320470397604
0.007943282347242814	0.5638709217511361	7.80858575220915	55.50220264745975	0.5843949484746127	7.70743443773258	54.78323500116132	0.563870921328523	7.808585750154941	55.502202635905206	0.5920644673949491	7.808585750154941	55.50220263590521	0.7327639358121802
0.010000000000000002	0.6662535274657643	7.328788802035821	52.09188119511402	0.6898128654955797	7.226610971948536	51.36561720342875	0.6662535275245721	7.328788802770291	52.09188119616138	0.6995662039008007	7.328788802770291	52.09188119616138	0.7122353859325812
0.012589254117941675	0.7835858506008468	6.84666802141678	48.66504227030309	0.8105236610049399	6.744800114708149	47.940981194851176	0.783585849976781	6.846668014636802	48.665042260898836	0.8227651424756202	6.846668014636802	48.665042260898836	0.6927606297322616
0.015848931924611134	0.9175559535269634	6.3683253480035855	45.265057641556034	0.94825347552781	6.267983274162877	44.55184190298487	0.9175559544880451	6.368325353013426	45.26505765622288	0.9634337522124473	6.368325353013426	45.26505765622288	0.6744860052174464
