mY	FbR_Y	FbR_U	FbR_W	FbR_C	FbD_Y	FbD_U	FbD_W	FbD_C	NfR_Y	NfR_U	NfR_W	NfR_C	NfD_Y	NfD_U	NfD_W	NfD_C	CoRa(mY)
0.001	0.0855023844886701	0.015922021628721552	9.395248592087537	0.010013701666175035	0.08956044000340939	0.016693616979677584	9.372049236250101	0.01047304982135659	0.0855023844886701	0.015922021628721552	9.395248592087537	0.010013701666175035	0.08977750371310363	0.015922021628721552	9.395248592087537	0.010013701666175035	0.950385003683735
0.0012589254117941675	0.10631487726799545	0.019894321425374013	9.277025441694448	0.012354524679251274	0.1113003318711362	0.02085137630739244	9.248985109293997	0.012909724360185535	0.10631487726799545	0.01989432142537401	9.277025441694448	0.01235452467925127	0.11163062113139521	0.019894321425374017	9.277025441694448	0.012354524679251275	0.9392673664643589
0.001584893192461114	0.131831567302206	0.02481508122411211	9.134636691078567	0.015173827524223665	0.13792504020710072	0.02599835134892741	9.101046690775226	0.015838910847226488	0.131831567302206	0.024815081224112127	9.134636691078565	0.015173827524223676	0.13842314566731628	0.02481508122411212	9.134636691078565	0.015173827524223672	0.9261138782738098
0.001995262314968879	0.16294599753083774	0.030889812779339908	8.964772770837849	0.018537139805014195	0.17034994337646212	0.03234726938022442	8.92495431573248	0.019325546777302416	0.16294599753083774	0.030889812779339908	8.964772770837849	0.018537139805014195	0.17109329740737964	0.030889812779339908	8.964772770837849	0.018537139805014195	0.9107567077551654
0.0025118864315095794	0.2006513373644524	0.038359234805703385	8.764375976258265	0.022505004194847147	0.2095879136263036	0.040146656404954226	8.7177427419932	0.023428344061691215	0.2006513373644524	0.038359234805703385	8.764375976258265	0.022505004194847147	0.21068390423267502	0.038359234805703385	8.764375976258265	0.022505004194847147	0.8931006008729131
0.0031622776601683794	0.24602771433049517	0.047501772016946074	8.530960758242434	0.027126634663304103	0.25673529765286407	0.049683169285854874	8.477093709747958	0.028193204335513873	0.2460277143304951	0.04750177201694611	8.530960758242433	0.027126634663304113	0.2583291000470199	0.04750177201694608	8.530960758242434	0.027126634663304103	0.8731553817765769
0.003981071705534973	0.3002238606740715	0.058635199786339104	8.26297795785072	0.032432704618129235	0.31295267375481706	0.061283044319781904	8.20170389899802	0.03364593338584593	0.3002238606740716	0.05863519978633907	8.262977957850723	0.03243270461812922	0.31523505370777516	0.05863519978633916	8.26297795785072	0.03243270461812926	0.8510645356685572
0.005011872336272725	0.3644360946131715	0.07211736897388739	7.960173417364926	0.038428246392107936	0.37944385505657485	0.07531263934354894	7.891633975738168	0.03978533002361205	0.36443609461317145	0.07211736897388739	7.960173417364925	0.038428246392107936	0.3826578993438301	0.07211736897388736	7.960173417364926	0.03842824639210792	0.8271222162444238
0.00630957344480193	0.43988965881870834	0.08834617603795111	7.623872362183552	0.045087020470390364	0.4574385099281286	0.09217829113039192	7.548567642072302	0.04657805688114045	0.43988965881870834	0.08834617603795111	7.623872362183552	0.045087020470390364	0.4618841417596438	0.08834617603795111	7.623872362183552	0.045087020470390364	0.8017712538757386
0.007943282347242814	0.5278286212922076	0.10775921839876926	7.257116711860908	0.052348796726533676	0.5481846712148999	0.11232598531342396	7.175909723076474	0.05395669828842896	0.5278286212922076	0.10775921839876926	7.257116711860908	0.05234879672653368	0.554220052356818	0.10775921839876926	7.257116711860908	0.05234879672653368	0.7755778640825054
0.010000000000000002	0.6295201437167898	0.13083381952796347	6.864600956818557	0.06012062406612935	0.6529566139901948	0.13624156303285545	6.7786759176388225	0.06182194321083689	0.6295201437167897	0.1308338195279635	6.864600956818557	0.060120624066129356	0.660996150902629	0.13083381952796355	6.864600956818555	0.060120624066129384	0.7491844742169192
0.012589254117941675	0.7462767027824045	0.15808823919319842	6.452392854656253	0.06828236065079762	0.7730810245345998	0.1644522869678457	6.363170986374714	0.07004895714098296	0.7462767027824045	0.1580882391931984	6.452392854656253	0.06828236065079761	0.7835905379215249	0.1580882391931983	6.452392854656254	0.06828236065079758	0.7232485336100213
0.015848931924611134	0.8794964095523528	0.19008485013734958	6.027476182134322	0.07669572742686405	0.9099808335293108	0.19753051936473787	5.93650299297208	0.07849700013915313	0.8794964095523528	0.19008485013734958	6.027476182134323	0.07669572742686405	0.9234712300299703	0.19008485013734952	6.027476182134322	0.07669572742686405	0.6983796020741457
0.0199526231496888	1.0307181717230554	0.2274358745018432	5.597195376233466	0.08521530425415018	1.065232873678747	0.2361000518976153	5.506019688221432	0.08702058645160467	1.0307181717230554	0.22743587450184322	5.597195376233466	0.08521530425415018	1.0822540803092082	0.22743587450184322	5.597195376233466	0.08521530425415018	0.6750873496256224
