mY	FbR_Y	FbR_A	FbR_B	FbR_C	FbR_U	FbR_Us	FbD_Y	FbD_A	FbD_B	FbD_C	FbD_U	FbD_Us	NfR_Y	NfR_A	NfR_B	NfR_C	NfR_U	NfR_Us	NfD_Y	NfD_A	NfD_B	NfD_C	NfD_U	NfD_Us	CoRa(mY)
0.001	0.09082209476490564	21.63303002669696	0.020740879486721944	12.4696895446529	9.990430424139621	0.009569575860379896	0.0953624929748882	21.491768734206268	0.02076509948537828	12.46959130740767	9.990356406893047	0.009643593106951223	0.09082209476490564	21.63303002669696	0.020740879486721944	12.4696895446529	9.990430424139621	0.009569575860379896	0.09536319950315095	21.63303002669696	0.020740879486721944	12.4696895446529	9.990430424139621	0.009569575860379894	0.9998481488605321
0.0012589254117941675	0.11433380897970388	20.91399628258214	0.020864771545316213	12.469178220631333	9.990042992176651	0.009957007823350135	0.1200493487586865	20.743769398471525	0.020894326141055394	12.469052912641397	9.989947238782452	0.010052761217547607	0.11433380897970388	20.91399628258214	0.020864771545316213	12.469178220631331	9.990042992176651	0.009957007823350135	0.12005049942868908	20.91399628258214	0.020864771545316213	12.469178220631331	9.990042992176651	0.009957007823350135	0.9998035479241785
0.001584893192461114	0.14393049514457626	20.050933452997953	0.021015514228135017	12.468524816447394	9.989540330675528	0.01045966932447193	0.15112513206336667	19.847844463641074	0.02105131422260586	12.468364229778565	9.989415544001174	0.010584455998827218	0.14393049514457626	20.05093345299795	0.021015514228135013	12.468524816447392	9.989540330675528	0.010459669324471928	0.1511270199018051	20.05093345299795	0.021015514228135013	12.468524816447392	9.989540330675528	0.010459669324471928	0.9997439686541226
0.001995262314968879	0.18118583117746642	19.026088991550544	0.02119747411463377	12.46768533091753	9.988882805032166	0.011117194967833758	0.19024199597491478	18.78667024466001	0.02124045630407102	12.467478177090031	9.988718633394102	0.011281366605899299	0.18118583117746642	19.026088991550537	0.021197474114633772	12.46768533091753	9.988882805032166	0.011117194967833763	0.19024512273633976	19.026088991550537	0.021197474114633772	12.46768533091753	9.988882805032166	0.011117194967833763	0.9996631376273599
0.0025118864315095794	0.22807959712465523	17.82459766942381	0.021415028317577675	12.46659850963301	9.98801353795059	0.011986462049411258	0.2394783340133969	17.546297480849454	0.02146609002013951	12.466328782287734	9.987794872307875	0.012205127692126555	0.22807959712465523	17.824597669423813	0.021415028317577675	12.466598509633013	9.98801353795059	0.011986462049411253	0.23948357698088799	17.824597669423813	0.021415028317577675	12.46659850963301	9.98801353795059	0.011986462049411253	0.9995512815743931
0.0031622776601683794	0.2871017026128948	16.436968873601206	0.02167220770108024	12.465176096358611	9.98684830405969	0.013151695940310822	0.3014478525405837	16.11873000291838	0.021732115812571652	12.46482017727601	9.986552293088586	0.013447706911414878	0.2871017026128948	16.436968873601206	0.02167220770108024	12.465176096358611	9.98684830405969	0.013151695940310822	0.30145678774353946	16.436968873601206	0.02167220770108024	12.465176096358611	9.98684830405969	0.013151695940310822	0.9993924898876481
0.003981071705534973	0.36138205038846016	14.861887834123534	0.021972226463625143	12.4632851321171	9.985257358580727	0.014742641419272366	0.3794355911812782	14.504744903804164	0.022041506448124193	12.462806345285925	9.98484785173405	0.015152148265949496	0.36138205038846016	14.861887834123534	0.021972226463625143	12.4632851321171	9.985257358580727	0.014742641419272366	0.3794511529078833	14.861887834123534	0.02197222646362514	12.4632851321171	9.985257358580728	0.014742641419272366	0.9991594210102014
0.005011872336272725	0.4548515861658703	13.108904905260387	0.022316944104149986	12.460713572482238	9.98303051658639	0.016969483413610226	0.47756624581933227	12.71648499629909	0.022395766653842825	12.460051152421636	9.98244691907548	0.017553080924521094	0.4548515861658703	13.108904905260385	0.022316944104149992	12.46071357248224	9.983030516586389	0.01696948341361023	0.47759416547416383	13.108904905260387	0.022316944104149986	12.460713572482238	9.98303051658639	0.016969483413610226	0.9988017941177162
0.00630957344480193	0.5724391599678886	11.20041525640842	0.022706377919316376	12.457097827124604	9.97980420504392	0.020195794956081224	0.6010088825284766	10.779206489387667	0.022794481848447335	12.456142424635821	9.97893690648427	0.021063093515730574	0.5724391599678886	11.200415256408418	0.022706377919316376	12.457097827124604	9.97980420504392	0.020195794956081228	0.6010611179662831	11.200415256408418	0.022706377919316376	12.457097827124604	9.97980420504392	0.020195794956081228	0.9982187158777905
0.007943282347242814	0.7203034638173142	9.172338614632014	0.023138512254938147	12.451753170577813	9.974891682832753	0.02510831716724632	0.7562146859044151	8.731635126304047	0.023235243813588758	12.45028545468845	9.973520698502037	0.026479301497963063	0.7203034638173142	9.172338614632016	0.023138512254938147	12.451753170577815	9.974891682832753	0.025108317167246316	0.75631863700818	9.172338614632016	0.023138512254938147	12.451753170577813	9.974891682832753	0.025108317167246316	0.9971827728146642
0.010000000000000002	0.9060750622985364	7.073329416751036	0.023609958665548752	12.443215726618348	9.966825685283899	0.03317431471610191	0.9511509650140416	6.62494573991018	0.02371463582608028	12.440724045273402	9.964438681099482	0.03556131890051762	0.9060750622985364	7.073329416751032	0.023609958665548752	12.443215726618348	9.966825685283899	0.03317431471610193	0.9513788154134634	7.073329416751032	0.023609958665548752	12.443215726618348	9.966825685283899	0.03317431471610193	0.9950907398239949
0.012589254117941675	1.1389656637590648	4.963864321565449	0.02411923196310568	12.427719204195274	9.95183843615838	0.04816156384162167	1.195324739409296	4.522398610973969	0.024232680226918202	12.422702645439488	9.946935325666404	0.05306467433359554	1.1389656637590648	4.963864321565449	0.02411923196310568	12.427719204195274	9.95183843615838	0.04816156384162167	1.195913946947018	4.963864321565448	0.02411923196310568	12.427719204195272	9.95183843615838	0.04816156384162167	0.9898994949321175
