mY	FbR_Y	FbR_U	FbR_W	FbR_C	FbD_Y	FbD_U	FbD_W	FbD_C	NfR_Y	NfR_U	NfR_W	NfR_C	NfD_Y	NfD_U	NfD_W	NfD_C	CoRa(mY)
0.001	0.08612170834057152	0.013350959486221177	9.473387917462867	0.00846653996005694	0.09023818894094218	0.014000505896959087	9.45352455571775	0.008859835301412926	0.08612170834057152	0.013350959486221172	9.473387917462867	0.008466539960056937	0.09042779375760013	0.013350959486221172	9.473387917462869	0.008466539960056937	0.9569799556443472
0.0012589254117941675	0.10725975834054394	0.016697259309668915	9.3719399949557	0.010475212803268864	0.11233261378339039	0.01750434099318079	9.347796522797854	0.010953254498611432	0.10725975834054392	0.016697259309668918	9.3719399949557	0.010475212803268866	0.11262274625757113	0.01669725930966891	9.3719399949557	0.010475212803268862	0.9471313826054029
0.001584893192461114	0.13326093063843944	0.020850321475426082	9.249015921044784	0.012909114286311883	0.1394835048576647	0.02185022189195776	9.219900572015279	0.013485599338650626	0.13326093063843944	0.020850321475426085	9.249015921044784	0.012909114286311885	0.13992397717036142	0.020850321475426085	9.249015921044784	0.012909114286311885	0.9353782582951559
0.001995262314968879	0.1650866320362836	0.025988533917654478	9.101324366101927	0.015833412864870697	0.17267846372337511	0.0272230580135961	9.066539589959834	0.016522152796325577	0.1650866320362836	0.025988533917654478	9.101324366101927	0.015833412864870697	0.17334096363809778	0.025988533917654478	9.101324366101927	0.015833412864870697	0.9215155551749387
0.0025118864315095794	0.20381981570993607	0.03232227054510868	8.92563431485197	0.019312082768075087	0.21302517588757722	0.03384037156691993	8.884527145922945	0.020126006324599634	0.20381981570993607	0.03232227054510868	8.92563431485197	0.01931208276807509	0.21401080649543286	0.03232227054510868	8.92563431485197	0.019312082768075094	0.9053875696539039
0.0031622776601683794	0.25065483038480646	0.040096602538694855	8.719041875930845	0.023402621158789414	0.2617395057888143	0.04195486418282259	8.671069439365978	0.024352477283677027	0.25065483038480646	0.04009660253869486	8.719041875930845	0.023402621158789418	0.26318757190404674	0.04009660253869486	8.719041875930845	0.023402621158789418	0.8869193664108624
0.003981071705534973	0.3068791510132631	0.049593224908077535	8.479301330977341	0.028149493348615696	0.3201256482805345	0.05185614760850658	8.424106662128484	0.029242349955895554	0.306879151013263	0.04959322490807757	8.47930133097734	0.02814949334861572	0.32222310856392616	0.04959322490807758	8.47930133097734	0.028149493348615724	0.8661488466352142
0.005011872336272725	0.3738487044343727	0.061131401218845194	8.20518854603627	0.033576937237862564	0.3895505472728513	0.06387146929063198	8.142676946894527	0.03481466935182373	0.37384870443437274	0.06113140121884518	8.20518854603627	0.03357693723786256	0.3925411396560914	0.06113140121884514	8.20518854603627	0.03357693723786253	0.8432529463713256
0.00630957344480193	0.4529609510261252	0.07506789675428713	7.896842005052197	0.03968221083899786	0.471417260267715	0.07836544946569911	7.827243878739693	0.04106025646878869	0.4529609510261252	0.07506789675428713	7.896842005052197	0.03968221083899786	0.4756089985774315	0.07506789675428713	7.896842005052197	0.03968221083899786	0.8185601437824682
0.007943282347242814	0.5456320761800453	0.09179611350279385	7.55601094812377	0.04643067912948428	0.5671439606892018	0.09573910016416856	7.4799156065042975	0.04793736987709585	0.5456320761800453	0.09179611350279382	7.55601094812377	0.046430679129484266	0.5729136799890475	0.09179611350279382	7.55601094812377	0.046430679129484266	0.7925424238299873
0.010000000000000002	0.6532855900893805	0.11174490727326736	7.186141490983184	0.05375410888270897	0.6781558305176176	0.1164286585891078	7.104489653041707	0.05537081847535535	0.6532855900893805	0.11174490727326736	7.186141490983184	0.05375410888270897	0.6859498695938495	0.11174490727326736	7.186141490983184	0.05375410888270897	0.7657837639353426
0.012589254117941675	0.7773585391045764	0.13537777676466273	6.7922561972626285	0.06155305314182996	0.8058955303111311	0.14090495370756465	6.706286965339546	0.06325524730458851	0.7773585391045764	0.13537777676466273	6.7922561972626285	0.06155305314182996	0.8162264660598053	0.13537777676466273	6.7922561972626285	0.06155305314182996	0.7389283372000257
0.015848931924611134	0.9193283635324409	0.16319318766339114	6.380626812557257	0.06970333109816058	0.9518544187242519	0.16967406253185852	6.291785619114201	0.07146239021161845	0.919328363532441	0.16319318766339105	6.380626812557257	0.06970333109816057	0.9652947817090631	0.16319318766339105	6.380626812557258	0.06970333109816056	0.7126177660125744
0.0199526231496888	1.0807591571739434	0.19572669563306275	5.958289614214862	0.07806562418433623	1.1176223747680565	0.20327987841146405	5.868113074999421	0.07985112319644354	1.0807591571739437	0.19572669563306272	5.958289614214862	0.07806562418433623	1.1347971150326408	0.19572669563306272	5.958289614214862	0.07806562418433623	0.6874301858374047
0.025118864315095794	1.2633622735889782	0.23355529048599863	5.532489381347957	0.0864964854898758	1.304950564978304	0.24230895157767654	5.442487569993052	0.0882785248834938	1.263362273588978	0.23355529048599868	5.532489381347956	0.08649648548987583	1.3265303872684273	0.23355529048599852	5.532489381347958	0.08649648548987578	0.6638329947830015
0.03162277660168379	1.46906425953781	0.2773040843145502	5.110147998217041	0.09485886143502822	1.5158200217950248	0.28739766338202233	5.0217030199373225	0.0966100754727172	1.46906425953781	0.2773040843145502	5.110147998217041	0.09485886143502822	1.5425174725147004	0.2773040843145503	5.11014799821704	0.09485886143502822	0.6421565003795716
0.039810717055349734	1.7000754465163508	0.3276552064107806	4.6974360913117135	0.10303057337336151	1.7525096985137014	0.339241554327529	4.611729396251487	0.10472756929594194	1.700075446516351	0.3276552064107806	4.6974360913117135	0.10303057337336151	1.785079218842169	0.3276552064107806	4.6974360913117135	0.10303057337336151	0.6225894941990394
