mY	FbR_Y	FbR_U	FbR_W	FbD_Y	FbD_U	FbD_W	NfR_Y	NfR_U	NfR_W	NfD_Y	NfD_U	NfD_W	CoRa(mY)
0.15848931924611134	3.688047745400905	1.0665420387207296	1.4931588542090215	3.7900152812834453	1.0438380060157741	1.4613732084220838	3.688047745400905	1.0665420387207296	1.4931588542090215	3.872450132670951	1.0665420387207296	1.4931588542090215	0.5589815035657492
0.19952623149688797	4.192174120967666	0.962987735678662	1.3481828299501268	4.3067476406144545	0.9421966783822913	1.3190753497352077	4.192174120967666	0.962987735678662	1.3481828299501268	4.401782827016049	0.962987735678662	1.3481828299501268	0.5526427164645835
0.251188643150958	4.758554690658828	0.8682734242518685	1.2155827939526158	4.887255080872119	0.8492922306433028	1.1890091229006239	4.758554690658828	0.8682734242518685	1.2155827939526158	4.996482425191769	0.8682734242518685	1.2155827939526158	0.5469714533535134
0.31622776601683794	5.3947073273033785	0.7818966129460814	1.094655258124514	5.539242766961131	0.7646145246758538	1.0704603345461952	5.3947073273033785	0.7818966129460814	1.094655258124514	5.664442693668548	0.7818966129460814	1.094655258124514	0.5419014025144869
0.39810717055349726	6.109075060194929	0.7033263761689558	0.9846569266365379	6.27136373331511	0.6876289212560729	0.9626804897585022	6.109075060194929	0.7033263761689557	0.9846569266365379	6.414528813204677	0.7033263761689557	0.9846569266365379	0.5373716681077925
0.5011872336272722	6.911138302660191	0.6320202995716439	0.8848284194003015	7.093333884942426	0.6177923796400462	0.8649093314960645	6.9111383026601905	0.6320202995716439	0.8848284194003014	7.256695217793202	0.6320202995716439	0.8848284194003014	0.533326688750568
0.6309573444801932	7.811540790186268	0.5674376501290991	0.7944127101807387	8.01606105087773	0.5545658987649869	0.7763922582709817	7.811540790186268	0.5674376501290991	0.7944127101807387	8.202117829695583	0.5674376501290991	0.7944127101807387	0.5297160239673588
0.7943282347242815	8.822230915539954	0.5090493232132628	0.7126690524985679	9.05178981682393	0.49742385098735115	0.6963933913822916	8.822230915539953	0.5090493232132628	0.7126690524985679	9.263342461316952	0.5090493232132628	0.7126690524985679	0.5264940609445774
1.0	9.956620347459742	0.45634509925857153	0.6388831389620001	10.214264069242207	0.44586073318120734	0.6242050264536902	9.956620347459742	0.45634509925857153	0.6388831389620001	10.45445136483273	0.45634509925857153	0.6388831389620001	0.5236196785305669
1.2589254117941673	11.229762045765156	0.4088386986835421	0.5723741781569589	11.518909415283337	0.39939581269722263	0.5591541377761117	11.229762045765156	0.4088386986835421	0.5723741781569589	11.791250148053416	0.4088386986835421	0.5723741781569589	0.5210558939128028
1.5848931924611136	12.658550040850855	0.36607106794247446	0.5124994951194642	12.983037904584222	0.3575760885523161	0.5006065239732426	12.658550040850853	0.3660710679424744	0.5124994951194641	13.291477542893396	0.3660710679424744	0.5124994951194641	0.5187695090076099
1.9952623149688797	14.261943632692372	0.3276122701232874	0.45865717817260243	14.626077773353085	0.3199779287241501	0.44796910021381015	14.261943632692372	0.3276122701232875	0.45865717817260243	14.975040814326992	0.3276122701232875	0.45865717817260243	0.5167307675701975
2.5118864315095806	16.061218987336037	0.2930622954732209	0.41028721366250925	16.46983126209052	0.2862076871257472	0.40069076197604603	16.061218987336037	0.2930622954732209	0.41028721366250925	16.86427993670284	0.2930622954732209	0.41028721366250925	0.5149130297729868
3.1622776601683804	18.080251471539384	0.26205105354392916	0.3668714749615008	18.53876393001719	0.25590155129099823	0.3582621718073975	18.080251471539384	0.26205105354392916	0.3668714749615008	18.98426404511635	0.2620510535439291	0.36687147496150074	0.513292468035647
3.9810717055349727	20.3458324734923	0.23423776075302305	0.3279328650542323	20.86032930665048	0.22872482522387574	0.320214755313426	20.3458324734923	0.23423776075302305	0.3279328650542323	21.363124097166917	0.23423776075302305	0.3279328650542323	0.5118477858651976
5.011872336272723	22.888024914720134	0.20930989555854534	0.2930338537819635	23.46533318946658	0.2043708116001757	0.286119136240246	22.888024914720138	0.20930989555854534	0.2930338537819635	24.032426160456144	0.20930989555854534	0.2930338537819635	0.5105599601107103
6.309573444801935	25.740562171365575	0.18698185804613032	0.26177460126458246	26.38834242237269	0.18255942338137462	0.25558319273392444	25.740562171365575	0.18698185804613032	0.26177460126458246	27.027590279933857	0.18698185804613032	0.26177460126458246	0.5094120061586135
7.943282347242818	28.941295698839227	0.16699344110862382	0.23379081755207334	29.6681435797401	0.16303562643103986	0.22824987700345584	28.941295698839234	0.16699344110862385	0.23379081755207337	30.3883604837812	0.16699344110862385	0.23379081755207337	0.5083887650496673
10.000000000000002	32.53269729993436	0.14910819595803249	0.2087514743412455	33.34825764281739	0.1455677912980124	0.2037949078172173	32.53269729993437	0.14910819595803249	0.2087514743412455	34.15933216493109	0.14910819595803249	0.2087514743412455	0.5074767111825665
12.589254117941678	36.562422701473906	0.13311175479114679	0.18635645670760548	37.477517498223406	0.12994601328505306	0.1819244185990743	36.56242270147391	0.13311175479114679	0.1863564567076055	38.39054383654761	0.13311175479114679	0.1863564567076055	0.5066637791111114
15.848931924611136	41.08394391800471	0.1188101573783549	0.16633422032969686	42.11071592175551	0.11598044460859408	0.1623726224520317	41.0839439180047	0.11881015737835489	0.16633422032969683	43.138141113904936	0.11881015737835489	0.16633422032969683	0.5059392078875897
19.9526231496888	46.15725879375972	0.10602821554720322	0.1484395017660845	47.30933264599353	0.10349967027364158	0.14489953838309824	46.157258793759716	0.1060282155472032	0.14843950176608448	48.46512173344771	0.1060282155472032	0.14843950176608448	0.5052934014198158
25.118864315095802	51.849687138176826	0.09460793943637501	0.13245111521092498	53.142350159535766	0.09234914970013322	0.12928880958018651	51.84968713817684	0.09460793943637501	0.132451115210925	54.44217149508568	0.09460793943637501	0.132451115210925	0.5047178033666017
31.622776601683796	58.236764019278546	0.0844070415185535	0.1181698581259749	59.68716906309214	0.08238973867444459	0.11534563414422244	58.236764019278546	0.0844070415185535	0.1181698581259749	61.14860222024247	0.0844070415185535	0.1181698581259749	0.5042047851794257
39.81071705534974	65.40324206842227	0.07529752831718627	0.10541653964406077	67.0306351286993	0.07349630046141827	0.10289482064598558	65.40324206842226	0.07529752831718625	0.10541653964406075	68.67340417184337	0.07529752831718625	0.10541653964406075	0.5037475459945322
50.11872336272724	73.44421609643109	0.0671643851219182	0.09403013917068549	75.27019169054203	0.06555641056058904	0.09177897478482466	73.44421609643109	0.0671643851219182	0.09403013917068549	77.11642690125265	0.0671643851219182	0.09403013917068549	0.5033400231814028
63.09573444801934	82.46638494410263	0.05990435554802686	0.08386609776723761	84.51517265892994	0.05846915634424406	0.08185681888194168	82.46638494410263	0.05990435554802686	0.08386609776723761	86.58970419130776	0.05990435554802686	0.08386609776723761	0.5029768124560144
79.43282347242815	92.58946731110287	0.05342481524528168	0.07479474134339435	94.88825331495558	0.052144030443196696	0.07300164262047537	92.58946731110288	0.05342481524528168	0.07479474134339435	97.21894067665802	0.05342481524528168	0.07479474134339435	0.5026530965662911
100.00000000000003	103.94779035044692	0.047642737243954826	0.06669983214153676	106.52707813700913	0.046499915059805566	0.06509988108372779	103.94779035044692	0.047642737243954826	0.06669983214153676	109.14517986796926	0.047642737243954826	0.06669983214153676	0.5023645816511383
125.89254117941677	116.69207210825861	0.042483745170199476	0.05947724323827927	119.58608725942672	0.04146415323388917	0.05804981452744483	116.69207210825859	0.04248374517019947	0.059477243238279257	122.52667571367152	0.04248374517019947	0.059477243238279257	0.5021074404625478
158.48931924611145	130.99142146070827	0.037881249740828196	0.05303374963715947	134.23856579927477	0.03697170234281509	0.05176038327994114	130.99142146070827	0.037881249740828196	0.05303374963715947	137.54099253374372	0.037881249740828196	0.05303374963715947	0.5018782617212193
199.52623149688793	147.03558208608078	0.03377566345564517	0.04728592883790324	150.67894324459547	0.032964364684009345	0.04615011055761308	147.03558208608078	0.03377566345564517	0.04728592883790324	154.38736119038484	0.03377566345564517	0.04728592883790324	0.5016740049507211
251.188643150958	165.03745024812352	0.03011368816208684	0.04215916342692158	169.12537341560213	0.029390089788578544	0.04114612570400996	165.03745024812352	0.03011368816208684	0.042159163426921574	173.28932276052967	0.03011368816208684	0.04215916342692158	0.5014919602028145
316.227766016838	185.23589980013057	0.026847670107460635	0.03758673815044489	189.8226292333425	0.026202343087338344	0.036683280322273686	185.23589980013057	0.026847670107460635	0.03758673815044489	194.49769479013713	0.026847670107460635	0.03758673815044489	0.5013297121481228
398.10717055349744	207.8989518958544	0.02393501716797855	0.03350902403516997	213.04535070765453	0.023359535647326696	0.032703349906257374	207.89895189585434	0.023935017167978547	0.03350902403516996	218.29389949064708	0.023935017167978547	0.03350902403516996	0.5011851080615323
501.1872336272725	233.32733146738218	0.02133767311175132	0.02987274235645185	239.10168924324148	0.020824509880622354	0.029154313832871294	233.32733146738218	0.02133767311175132	0.02987274235645185	244.99369804075124	0.02133767311175132	0.02987274235645185	0.50105622928193
630.9573444801931	261.8584576622796	0.01902164398462688	0.026630301578477632	268.3373966215948	0.018564076369330707	0.02598970691706299	261.8584576622796	0.01902164398462688	0.026630301578477632	274.9513805453936	0.01902164398462688	0.026630301578477632	0.5009413657704636
794.3282347242815	293.8709211906789	0.01695657198007239	0.023739200772101343	301.14041291707144	0.016548597229104706	0.02316803612074659	293.8709211906789	0.01695657198007239	0.023739200772101347	308.5644672502129	0.01695657198007239	0.023739200772101347	0.5008389934319306
1000.0000000000002	329.78950799398564	0.015115352449724341	0.021161493429614073	337.94601422598345	0.014751611732086573	0.020652256424921203	329.7895079939857	0.015115352449724341	0.021161493429614077	346.27898339368494	0.015115352449724341	0.021161493429614077	0.5007477538998417
